t,x,y,vx,vy,r,theta,omega
127000,8434570.100621993,131099041.37537289,-16951.2514898448,6296.53325878024,130377080.38822669,23.181816061956095,0.00001682072312704487
127200,5038675.415068693,132270616.96405989,-16979.473427766497,5857.8779434350145,131370090.288178,23.18582424664831,0.00002004092346107306
127400,1639484.442838871,133355661.5031202,-16995.954861149112,5425.222695301519,132366553.03357969,23.190495001451115,0.000023353774014035413
127600,-1760755.1486812457,134355411.3510763,-17001.197957600583,4998.749239780482,133365739.0943157,23.19584307364868,0.00002674036098781229
127800,-5159893.543311667,135271133.75137484,-16995.691973152105,4578.612001492681,134366948.38393307,23.201879775426963,0.00003018350889141807
128000,-8555876.050205361,136104121.78737774,-16979.912534468473,4164.940180014476,135369509.59414992,23.208613322668874,0.00003366773620955942
128200,-11946740.26839921,136855689.73448983,-16954.32109096925,3757.839735560377,136372779.4777969,23.21604916048695,0.00003717918909037959
128400,-15330613.171998337,137527168.790447,-16919.36451799563,3357.3952797858387,137376142.0907704,23.22419027216004,0.00004070555836545364
128600,-18705708.142677933,138119903.16419795,-16875.474853397987,2963.6718687548246,138379008.0024624,23.2330374690899,0.00004423598464930328
128800,-22070321.972918022,138635246.50353774,-16823.069151200452,2576.7166966990376,139380813.48308477,23.24258966022045,0.00004776095565275094
129000,-25422831.860375904,139074558.6416411,-16762.549437289414,2196.560690516806,140381019.6753284,23.25284410006497,0.00005127219922259212
129200,-28761692.41104549,139439202.6428505,-16694.30275334795,1823.2200060469545,141379111.75689363,23.263796615068575,0.000054762575018028894
129400,-32085432.66634516,139730542.12845716,-16618.701276498337,1456.697428033299,142374598.0995961,23.27544180850301,0.00005822596717218294
129600,-35392653.16700626,139949938.86373597,-16536.102503305512,1096.983676394065,143367009.42999092,23.287773244458528,0.00006165717977757732
129800,-38682023.064591356,140098750.5881262,-16446.84948792547,744.0586219512606,144355897.99576405,23.300783611775444,0.00006505183658458325
130000,-41952277.28964075,140178329.07116216,-16351.271125246954,397.89241517972675,145340836.7415145,23.314464868958183,0.00006840628591370207
130200,-45202213.783814445,140190018.377527,-16249.682470868494,58.44653182414697,146321418.49698538,23.328808371249192,0.00007171751145504062
130400,-48430690.8019492,140135153.32541153,-16142.385090673803,-274.32526057732247,147297255.18029526,23.34380498112078,0.00007498304935794676
130600,-51636624.288672574,140015058.12318835,-16029.667433616843,-600.4760111159134,148267977.01827124,23.359445163479887,0.00007820091179552854
130800,-54818985.33309349,139831045.17024946,-15911.80522210455,-920.0647646944763,149233231.78558233,23.37571906688327,0.00008136951701691749
131000,-57976797.70410803,139584414.00869,-15789.061855072727,-1233.155807797275,150192684.0640191,23.39261659203699,0.00008448762576859465
131200,-61109135.46800643,139276450.4133429,-15661.688819492023,-1539.8179767356032,151146014.52295208,23.41012744881077,0.00008755428386889762
131400,-64215120.68933035,138908425.60847232,-15529.926106619565,-1840.124024352926,152092919.22172946,23.42824120294103,0.00009056877065131466
131600,-67293921.21529672,138481595.6002131,-15394.002629831873,-2134.150041296084,153033108.9345366,23.446947313530465,0.00009353055294717105
131800,-70344748.54356472,137997200.6145926,-15254.136641340016,-2421.974928102514,153966308.49803317,23.466235162380908,0.0000964392442522066
132000,-73366855.77266526,137456464.6316903,-15110.536145502685,-2703.679914511651,154892256.18190688,23.486094076122967,0.00009929456871030014
132200,-76359535.63402951,136860595.0071749,-14963.39930682123,-2979.3481225769538,155810703.0823306,23.50651334203252,0.00010209632954776385
132400,-79322118.60423478,136210782.17310905,-14812.91485102641,-3249.064170329237,156721412.53818053,23.527482218352578,0.00010484438160029779
132600,-82253971.09582554,135508199.41052523,-14659.262457953764,-3512.913812919061,157624159.5697641,23.548989939870467,0.00010753860758945097
132800,-85154493.72485684,134754002.68685663,-14502.613145156527,-3770.983618343047,158518730.33971593,23.57102571943533,0.00011017889782430949
133000,-88023119.65314192,133949330.5518498,-14343.12964142537,-4023.3606750341164,159404921.63564476,23.59357874604044,0.00011276513302553992
133200,-90859313.00305717,133095304.08609638,-14180.966749576264,-4270.132328767074,160282540.37405342,23.61663818003876,0.00011529716999160482
133400,-93662567.34266399,132193026.8967969,-14016.27169803409,-4511.385946497416,161151403.12500533,23.64019314600875,0.00011777482984996026
133600,-96432404.23884067,131243585.15581454,-13849.184480883385,-4747.208704911738,162011335.6569729,23.664232723740472,0.00012019788865860299
133800,-99168371.87607685,130248047.67549014,-13679.838186180918,-4977.687401621999,162862172.50127396,23.688745937769454,0.0001225660701449055
134000,-101870043.7385629,129207466.01807362,-13508.35931243022,-5202.9082870826405,163703756.5354828,23.713721745847227,0.00012487904038886724
134200,-104537017.35320443,128122874.63498384,-13334.86807320764,-5422.956915448935,164535938.5851868,23.739149026702517,0.0001271364042764524
134400,-107168913.0912054,126995291.03243849,-13159.478690004888,-5637.918012726736,165358577.0434541,23.7650165674156,0.00012933770356541113
134600,-109765373.02588864,125825715.96030088,-12982.299673416144,-5847.875360688076,166171537.50737244,23.791313050699763,0.0001314824164208076
134800,-112326059.84445862,124615133.6212721,-12803.434092849928,-6052.911695143853,166974692.4310232,23.81802704235784,0.00013356995829038096
135000,-114850655.81145637,123364511.89781724,-12622.979834988735,-6253.10861727429,167767920.7942579,23.845146979158017,0.000135599684000873
135200,-117338861.78170715,122074802.5944532,-12441.029851253905,-6448.546516820216,168551107.78665414,23.872661157351143,0.00013757089096563813
135400,-119790396.26061924,120746941.69324647,-12257.672394560437,-6639.304506033689,169324144.506037,23.900557722031404,0.00013948282340130443
135600,-122204994.50975277,119381849.62057139,-12072.991245667647,-6825.460363375407,170086927.67096606,23.928824657522824,0.00014133467745710608
135800,-124582407.6956422,117980431.52336559,-11887.065929447204,-7007.090486028984,170839359.34660205,23.957449778955805,0.00014312560716489884
136000,-126922402.07992247,116543577.55328982,-11699.971921401308,-7184.269850378859,171581346.68338156,23.986420725179997,0.00014485473112096353
136200,-129224758.24887665,115072163.15735589,-11511.780844770901,-7357.071979669652,172312801.66794685,24.01572495314253,0.0001465211398126672
136400,-131489270.3805922,113567049.37372978,-11322.560658577748,-7525.568918130539,173033640.88579348,24.045349733843345,0.00014812390350407085
136600,-133715745.54798123,112029083.13154799,-11132.375836945192,-7689.831210908965,173743785.29511684,24.075282149962312,0.00014966208059483121
136800,-135904003.05598947,110459097.55370516,-10941.287540041145,-7849.927889214121,174443160.01135656,24.1055090952356,0.00015113472636643668
137000,-138053873.81138617,108857912.26168069,-10749.353776983486,-8005.926460122304,175131694.10195673,24.136017275641425,0.00015254090202913238
137200,-140165199.72359478,107226333.6815719,-10556.629561043159,-8157.892900543934,175809320.39087662,24.16679321243783,0.000153879683982022
137400,-142237833.13508958,105565155.35059273,-10363.167057473993,-8305.891654895851,176475975.27240646,24.197823247077423,0.0001551501731979666
137600,-144271636.27994776,103875158.22338016,-10169.015724290892,-8449.985636062826,177131598.53385946,24.229093548006265,0.00015635150464421606
137800,-146266480.76920974,102157110.9775263,-9974.222446309916,-8590.236229269254,177776133.18672955,24.26059011933614,0.00015748285664937198
138000,-148222247.10176072,100411770.3178231,-9778.83166275489,-8726.703298516048,178409525.30592147,24.29229881136163,0.00015854346012744995
138200,-150138824.1995059,98639881.27876931,-9582.885488725904,-8859.44519526888,179031723.8766769,24.324205332875753,0.0001595326075706177
138400,-152016108.96566898,96842177.5249468,-9386.42383081536,-8988.518769112612,179642680.64883646,24.356295265220503,0.00016044966172375512
