t,x,y,vx,vy,r,theta,omega
243800,39656868.23284979,115760747.11637026,-16008.056972467442,10648.766667599246,121444851.7807387,53.03966456361174,0.0003066346968862852
244000,36422417.90262191,117794641.65154025,-16172.25165113941,10169.472675849927,122365100.29815623,53.10082168890105,0.0003057856264465599
244200,33158485.788293734,119733188.42032562,-16319.660571640878,9692.733843926833,123297080.77520739,53.161889913504275,0.00030534112301613237
244400,29868320.182432298,121577007.71558492,-16450.828029307188,9219.096476296503,124239774.58555564,53.22294781837877,0.00030528952437248026
244600,26555059.33968579,123326819.38752228,-16566.304213732536,8749.058359686776,125192193.6687575,53.28407154120691,0.00030561861414069735
244800,23221730.96498239,124983433.56900996,-16666.641873516997,8283.07090743838,126153381.07548594,53.345334655682734,0.0003063155723790996
245000,19871252.29531104,126547741.85155118,-16752.39334835674,7821.541412706084,127122411.30386549,53.40680803627371,0.0003073669029548688
245200,16506430.70518695,128020708.92580432,-16824.107950620455,7364.835371265679,128098390.44855614,53.46855970459832,0.00030875834162305164
245400,13129964.769927075,129403364.69376206,-16882.329676299374,6913.278839788719,129080456.18330705,53.5306546543455,0.00031047474873588767
245600,9744445.725181637,130696796.8538198,-16927.59522372719,6467.1608002887,130067777.59662965,53.59315465247491,0.0003124999906470441
245800,6352359.265656516,131902143.95501196,-16960.432297625608,6026.735505960798,131059554.89905973,53.65611801530166,0.00031481681413373226
246000,2956087.6305098208,133020588.91257092,-16981.358175733476,5592.224787794776,132055019.01922801,53.71959935900743,0.00031740671852887215
246200,-442088.07257470395,134053352.97359435,-16990.878515422624,5163.820305117151,133053431.10467479,53.78364932515096,0.0003202498307176563
246400,-3839985.3482151693,135001690.11891603,-16989.486378202328,4741.685726608469,134054081.94205423,53.84831428288721,0.000323324788681236
246600,-7235517.638372497,135866881.88518602,-16977.661450786636,4325.958831349921,135056291.31009907,53.913636010852755,0.0003266086398277411
246800,-10626691.526847601,136650232.5896049,-16955.869442375526,3916.75352209449,136059407.27747673,53.97965136303058,0.0003300767608891025
247000,-14011603.85463205,137353064.9386551,-16924.56163892224,3514.16174525102,137062805.4564764,54.0463919243548,0.00033370280662111946
247200,-17388438.77390709,137976716.00146294,-16884.174596375215,3118.255314039124,138065888.22233227,54.11388366332534,0.0003374586948526751
247400,-20755464.765137468,138522533.5280519,-16835.129956151875,2729.087632944935,139068083.9069205,54.18214659042684,0.000341314635507514
247600,-24111031.638615407,138991872.5926539,-16777.834367389707,2346.69532300987,140068845.97456756,54.25119443262338,0.000345239210982691
247800,-27453567.538975388,139386092.5423828,-16712.679501799914,1971.0997486444774,141067652.18678182,54.32103433554864,0.00034919951462628355
248000,-30781575.9686154,139706554.2319036,-16640.042148200067,1602.3084476039799,142064003.7618636,54.39166660613594,0.00035316135293650224
248200,-34093632.84361703,139954617.52520704,-16560.284375008156,1240.3164665172224,143057424.53456748,54.463084509225354,0.0003570895154470712
248400,-37388383.59364301,140131639.04619715,-16473.753750129898,885.1076049505368,144047460.12027547,54.535274132033834,0.0003609481140423848
248600,-40664540.31539424,140238970.16048416,-16380.78360875614,536.6555714350704,145033677.0874926,54.60821433016898,0.0003647009906757256
248800,-43920878.98751476,140277955.17152634,-16281.6933606026,194.9250552108722,146015662.14189315,54.68187676801162,0.00036831218921322753
249000,-47156236.753328264,140249929.71505874,-16176.788829067544,-140.1272823379242,146993021.32462165,54.75622606471649,0.0003717464835243547
249200,-50369509.276459,140156219.33656904,-16066.362615653672,-468.55189244853926,147965379.22708428,54.83122005475207,0.00037496995017788647
249400,-53559648.17321883,139998138.23741388,-15950.694483799167,-790.4054957757387,148932378.22405085,54.906810168837836,0.00037795057042883253
249600,-56725658.52461718,139776988.17600453,-15830.051756991745,-1105.750307046722,149893677.72651732,54.98294193741513,0.0003806588428864714
249800,-59866596.46995743,139494057.5113148,-15704.689726701257,-1414.6533234485328,150848953.45545617,55.059555614544195,0.00038306838564533346
250000,-62981566.883210324,139150620.3767736,-15574.852066264462,-1717.1856727059953,151797896.7372958,55.136586915551234,0.00038515650503520376
